id_interaccion,id_cliente,id_producto,fecha_interaccion,canal,aceptado
INT_000939,CLI_000369,PRD_0044,2024-11-06,App Móvil,False
INT_000940,CLI_000723,PRD_0044,2025-09-28,Digital,True
INT_000941,CLI_000128,PRD_0036,2024-12-23,Call Center,False
INT_000942,CLI_000294,PRD_0049,2025-09-12,Call Center,True
INT_000943,CLI_000127,PRD_0029,2024-12-02,Digital,True
INT_000944,CLI_000673,PRD_0010,2024-12-27,Sucursal,True
INT_000945,CLI_000545,PRD_0034,2025-04-30,Digital,False
INT_000946,CLI_000979,PRD_0045,2025-04-10,Digital,True
INT_000947,CLI_000169,PRD_0022,2024-11-07,Call Center,True
INT_000948,CLI_000002,PRD_0002,2025-07-23,Sucursal,False
INT_000949,CLI_000266,PRD_0003,2025-06-12,Digital,True
INT_000950,CLI_000742,PRD_0004,2025-05-27,Sucursal,False
INT_000951,CLI_000530,PRD_0028,2025-07-03,App Móvil,True
INT_000952,CLI_000409,PRD_0037,2024-12-17,Call Center,False
INT_000953,CLI_000596,PRD_0040,2024-12-26,Digital,False
INT_000954,CLI_000182,PRD_0029,2024-12-26,Call Center,True
INT_000955,CLI_000707,PRD_0028,2024-10-25,Sucursal,True
INT_000956,CLI_000132,PRD_0048,2025-08-14,Call Center,True
INT_000957,CLI_000643,PRD_0021,2024-12-10,Sucursal,True
INT_000958,CLI_000572,PRD_0011,2025-04-17,App Móvil,False
INT_000959,CLI_000952,PRD_0017,2024-10-25,Call Center,True
INT_000960,CLI_000912,PRD_0023,2025-08-13,Sucursal,False
INT_000961,CLI_000768,PRD_0028,2025-08-29,Sucursal,False
INT_000962,CLI_000944,PRD_0007,2025-04-24,Sucursal,False
INT_000963,CLI_000519,PRD_0021,2025-04-18,App Móvil,False
INT_000964,CLI_000477,PRD_0050,2025-04-30,Digital,False
INT_000965,CLI_000161,PRD_0027,2025-07-17,Sucursal,False
INT_000966,CLI_000754,PRD_0002,2025-03-31,App Móvil,False
INT_000967,CLI_000714,PRD_0029,2025-02-26,Call Center,False
INT_000968,CLI_000273,PRD_0020,2025-04-26,Sucursal,True
INT_000969,CLI_000088,PRD_0018,2025-06-12,App Móvil,True
INT_000970,CLI_000644,PRD_0007,2024-11-09,Sucursal,False
INT_000971,CLI_000595,PRD_0023,2025-04-02,Call Center,False
INT_000972,CLI_000029,PRD_0007,2025-04-17,Sucursal,True
INT_000973,CLI_000628,PRD_0043,2025-02-09,Call Center,False
INT_000974,CLI_000804,PRD_0013,2025-04-30,Call Center,False
INT_000975,CLI_000749,PRD_0002,2025-08-09,App Móvil,False
INT_000976,CLI_000079,PRD_0001,2024-11-27,Digital,True
INT_000977,CLI_000212,PRD_0002,2025-05-13,Call Center,True
INT_000978,CLI_000713,PRD_0025,2025-07-24,Digital,False
INT_000979,CLI_000861,PRD_0044,2025-06-25,Sucursal,False
INT_000980,CLI_000564,PRD_0033,2024-11-17,Call Center,True
INT_000981,CLI_000244,PRD_0025,2025-08-26,App Móvil,True
INT_000982,CLI_000246,PRD_0032,2025-01-17,App Móvil,False
INT_000983,CLI_000665,PRD_0022,2024-12-10,Sucursal,True
INT_000984,CLI_000398,PRD_0045,2024-12-05,App Móvil,False
INT_000985,CLI_000331,PRD_0020,2025-09-15,Call Center,True
INT_000986,CLI_000473,PRD_0023,2024-12-29,App Móvil,True
INT_000987,CLI_000108,PRD_0030,2024-12-31,Digital,False
INT_000988,CLI_000708,PRD_0026,2025-07-19,Call Center,False
INT_000989,CLI_000019,PRD_0036,2025-06-11,Call Center,True
INT_000990,CLI_000189,PRD_0010,2024-12-06,Sucursal,False
INT_000991,CLI_000352,PRD_0018,2025-05-08,App Móvil,False
INT_000992,CLI_000027,PRD_0029,2025-01-20,Call Center,True
INT_000993,CLI_000410,PRD_0011,2025-03-14,App Móvil,True
INT_000994,CLI_000191,PRD_0023,2025-09-28,Digital,True
INT_000995,CLI_000239,PRD_0044,2024-11-23,App Móvil,False
INT_000996,CLI_000778,PRD_0015,2025-01-13,Digital,False
INT_000997,CLI_000832,PRD_0042,2025-07-14,Sucursal,True
INT_000998,CLI_000517,PRD_0035,2024-12-18,Call Center,True
INT_000999,CLI_000847,PRD_0050,2025-07-21,Sucursal,False
INT_001000,CLI_000848,PRD_0034,2025-01-29,Call Center,False
INT_001001,CLI_000465,PRD_0017,2025-09-13,Digital,False
INT_001002,CLI_000347,PRD_0001,2025-01-27,Call Center,True
INT_001003,CLI_000214,PRD_0041,2025-05-21,App Móvil,True
INT_001004,CLI_000835,PRD_0025,2025-09-12,Sucursal,False
INT_001005,CLI_000362,PRD_0037,2025-01-11,Digital,False
INT_001006,CLI_000529,PRD_0038,2025-04-02,Sucursal,False
INT_001007,CLI_000866,PRD_0036,2025-02-13,Sucursal,False
INT_001008,CLI_000751,PRD_0021,2025-09-13,App Móvil,False
INT_001009,CLI_000855,PRD_0003,2025-04-21,Digital,False
INT_001010,CLI_000881,PRD_0005,2025-01-10,Sucursal,True
INT_001011,CLI_000818,PRD_0010,2025-05-16,App Móvil,False
INT_001012,CLI_000683,PRD_0023,2025-05-22,Call Center,False
INT_001013,CLI_000832,PRD_0022,2024-12-16,Sucursal,False
INT_001014,CLI_000296,PRD_0037,2024-11-03,Call Center,True
INT_001015,CLI_000749,PRD_0010,2024-12-07,App Móvil,False
INT_001016,CLI_000632,PRD_0049,2025-08-25,Sucursal,False
INT_001017,CLI_000842,PRD_0031,2025-03-25,App Móvil,False
INT_001018,CLI_000887,PRD_0005,2025-06-11,Sucursal,False
INT_001019,CLI_000704,PRD_0017,2025-04-06,App Móvil,True
INT_001020,CLI_000288,PRD_0034,2025-04-10,App Móvil,False
INT_001021,CLI_000851,PRD_0039,2025-01-30,Call Center,True
INT_001022,CLI_000096,PRD_0032,2025-09-30,Sucursal,False
INT_001023,CLI_000401,PRD_0007,2025-07-24,Sucursal,True
INT_001024,CLI_000618,PRD_0002,2025-06-08,Digital,True
INT_001025,CLI_000855,PRD_0033,2024-11-08,Digital,True
INT_001026,CLI_000716,PRD_0023,2025-07-19,Digital,True
INT_001027,CLI_000463,PRD_0002,2025-04-01,App Móvil,True
INT_001028,CLI_000456,PRD_0027,2025-08-04,App Móvil,False
INT_001029,CLI_000517,PRD_0009,2025-03-05,Call Center,False
INT_001030,CLI_000986,PRD_0033,2025-08-06,Call Center,False
INT_001031,CLI_000016,PRD_0030,2025-01-31,App Móvil,True
INT_001032,CLI_000472,PRD_0017,2024-12-05,Digital,False
INT_001033,CLI_000227,PRD_0018,2025-03-07,Call Center,True
INT_001034,CLI_000122,PRD_0031,2025-09-11,Call Center,True
INT_001035,CLI_000690,PRD_0017,2024-12-04,Sucursal,True
INT_001036,CLI_000436,PRD_0008,2024-11-15,Sucursal,True
INT_001037,CLI_000544,PRD_0035,2024-12-14,Call Center,False
INT_001038,CLI_000900,PRD_0019,2025-07-10,App Móvil,True
INT_001039,CLI_000207,PRD_0018,2025-07-03,App Móvil,True
INT_001040,CLI_000748,PRD_0037,2025-03-10,Digital,False
INT_001041,CLI_000834,PRD_0015,2024-12-19,App Móvil,False
INT_001042,CLI_000497,PRD_0023,2024-10-30,Digital,False
INT_001043,CLI_000429,PRD_0019,2025-08-21,Sucursal,False
INT_001044,CLI_000226,PRD_0047,2024-11-27,Digital,True
INT_001045,CLI_000796,PRD_0030,2025-01-30,App Móvil,False
INT_001046,CLI_000328,PRD_0029,2025-03-07,App Móvil,True
INT_001047,CLI_000917,PRD_0046,2024-12-09,App Móvil,False
INT_001048,CLI_000066,PRD_0010,2025-07-02,Digital,False
INT_001049,CLI_000872,PRD_0020,2025-01-15,Sucursal,False
INT_001050,CLI_000263,PRD_0022,2024-10-17,Sucursal,True
INT_001051,CLI_000160,PRD_0037,2025-02-13,App Móvil,False
INT_001052,CLI_000756,PRD_0041,2025-08-29,Sucursal,False
INT_001053,CLI_000556,PRD_0030,2025-03-20,App Móvil,True
INT_001054,CLI_000324,PRD_0001,2025-09-25,Sucursal,True
INT_001055,CLI_000051,PRD_0043,2025-01-18,Digital,True
INT_001056,CLI_000737,PRD_0034,2025-07-19,App Móvil,False
INT_001057,CLI_000101,PRD_0047,2025-07-05,App Móvil,True
INT_001058,CLI_000340,PRD_0031,2024-11-23,App Móvil,True
INT_001059,CLI_000890,PRD_0041,2025-01-04,Digital,False
INT_001060,CLI_000332,PRD_0034,2025-08-04,Digital,False
INT_001061,CLI_000461,PRD_0037,2024-10-31,Call Center,True
INT_001062,CLI_000244,PRD_0001,2024-11-29,App Móvil,True
INT_001063,CLI_000639,PRD_0011,2025-10-03,Sucursal,False
INT_001064,CLI_000002,PRD_0012,2024-10-21,Sucursal,False
INT_001065,CLI_000369,PRD_0035,2025-01-09,App Móvil,True
INT_001066,CLI_000916,PRD_0003,2025-09-11,App Móvil,True
INT_001067,CLI_000070,PRD_0021,2025-02-26,Sucursal,False
INT_001068,CLI_000400,PRD_0033,2025-01-30,Sucursal,True
INT_001069,CLI_000712,PRD_0031,2025-03-22,App Móvil,False
INT_001070,CLI_000457,PRD_0009,2024-10-12,Digital,True
INT_001071,CLI_000683,PRD_0048,2025-02-28,Call Center,False
INT_001072,CLI_000043,PRD_0037,2025-02-01,Sucursal,True
INT_001073,CLI_000175,PRD_0042,2025-08-22,App Móvil,False
INT_001074,CLI_000598,PRD_0034,2024-12-29,App Móvil,True
INT_001075,CLI_000040,PRD_0015,2025-06-29,Call Center,True
INT_001076,CLI_000147,PRD_0002,2025-09-30,Digital,True
INT_001077,CLI_000468,PRD_0016,2025-08-04,Sucursal,False
INT_001078,CLI_000493,PRD_0038,2025-03-25,Call Center,False
INT_001079,CLI_000692,PRD_0016,2024-10-16,Sucursal,False
INT_001080,CLI_000179,PRD_0005,2025-03-08,App Móvil,False
INT_001081,CLI_000652,PRD_0032,2025-07-16,Sucursal,True
INT_001082,CLI_000579,PRD_0046,2024-12-08,Digital,True
INT_001083,CLI_000656,PRD_0005,2025-01-02,Digital,True
INT_001084,CLI_000339,PRD_0010,2025-03-30,Call Center,True
INT_001085,CLI_000368,PRD_0027,2024-10-20,App Móvil,False
INT_001086,CLI_000876,PRD_0012,2025-06-21,App Móvil,True
INT_001087,CLI_000331,PRD_0013,2024-12-22,Call Center,False
INT_001088,CLI_000835,PRD_0020,2025-03-28,Sucursal,False
INT_001089,CLI_000239,PRD_0016,2025-01-29,App Móvil,False
INT_001090,CLI_000780,PRD_0006,2025-04-29,App Móvil,True
INT_001091,CLI_000834,PRD_0021,2024-10-07,App Móvil,True
INT_001092,CLI_000288,PRD_0018,2025-07-25,App Móvil,False
INT_001093,CLI_000817,PRD_0031,2024-10-31,Call Center,False
INT_001094,CLI_000091,PRD_0039,2025-06-08,Digital,True
INT_001095,CLI_000040,PRD_0020,2024-10-10,Call Center,False
INT_001096,CLI_000791,PRD_0038,2025-08-13,App Móvil,False
INT_001097,CLI_000716,PRD_0032,2025-03-12,Digital,True
INT_001098,CLI_000040,PRD_0011,2024-12-26,Call Center,False
INT_001099,CLI_000187,PRD_0044,2024-10-18,Sucursal,False
INT_001100,CLI_000644,PRD_0044,2025-07-13,Sucursal,False
INT_001101,CLI_000481,PRD_0046,2024-11-12,Digital,True
INT_001102,CLI_000016,PRD_0043,2025-08-18,App Móvil,True
INT_001103,CLI_000147,PRD_0013,2025-02-04,Digital,False
INT_001104,CLI_000308,PRD_0003,2025-02-23,Digital,False
INT_001105,CLI_000058,PRD_0043,2025-05-22,Call Center,True
INT_001106,CLI_000699,PRD_0047,2025-08-24,Call Center,True
INT_001107,CLI_000798,PRD_0036,2025-03-21,Sucursal,False
INT_001108,CLI_000491,PRD_0019,2025-03-12,Sucursal,False
INT_001109,CLI_000973,PRD_0035,2025-01-10,Sucursal,False
INT_001110,CLI_000142,PRD_0036,2024-12-02,Call Center,True
INT_001111,CLI_000850,PRD_0047,2025-07-06,Call Center,True
INT_001112,CLI_000937,PRD_0030,2025-02-21,App Móvil,False
INT_001113,CLI_000179,PRD_0019,2024-11-01,App Móvil,True
INT_001114,CLI_000358,PRD_0045,2025-01-11,Digital,False
INT_001115,CLI_000290,PRD_0018,2025-09-16,Sucursal,True
INT_001116,CLI_000876,PRD_0014,2025-01-15,App Móvil,False
INT_001117,CLI_000801,PRD_0041,2025-06-07,App Móvil,False
INT_001118,CLI_000882,PRD_0045,2024-10-23,App Móvil,False
INT_001119,CLI_000503,PRD_0004,2025-06-03,Digital,True
INT_001120,CLI_000632,PRD_0008,2025-07-15,Sucursal,False
INT_001121,CLI_000941,PRD_0045,2025-05-15,Sucursal,True
INT_001122,CLI_000046,PRD_0006,2025-04-06,Sucursal,False
INT_001123,CLI_000292,PRD_0019,2025-03-10,Call Center,False
INT_001124,CLI_000634,PRD_0027,2025-01-11,Sucursal,False
INT_001125,CLI_000183,PRD_0014,2024-10-08,Digital,True
INT_001126,CLI_000163,PRD_0045,2025-08-18,Digital,True
INT_001127,CLI_000791,PRD_0005,2024-12-21,App Móvil,False
INT_001128,CLI_000538,PRD_0050,2025-04-08,Sucursal,False
INT_001129,CLI_000562,PRD_0024,2025-05-15,App Móvil,True
INT_001130,CLI_000336,PRD_0042,2025-06-26,Call Center,True
INT_001131,CLI_000770,PRD_0045,2025-03-11,Digital,False
INT_001132,CLI_000857,PRD_0012,2025-05-23,Sucursal,True
INT_001133,CLI_000834,PRD_0012,2025-01-17,App Móvil,True
INT_001134,CLI_000794,PRD_0017,2025-08-27,Sucursal,True
INT_001135,CLI_000846,PRD_0027,2025-04-12,Call Center,False
INT_001136,CLI_000197,PRD_0027,2025-01-14,Call Center,False
INT_001137,CLI_000202,PRD_0048,2025-01-01,Digital,False
INT_001138,CLI_000111,PRD_0035,2024-12-13,Sucursal,False
INT_001139,CLI_000988,PRD_0008,2025-02-19,App Móvil,True
INT_001140,CLI_000064,PRD_0001,2024-12-19,Call Center,False
INT_001141,CLI_000143,PRD_0050,2025-06-01,Call Center,False
INT_001142,CLI_000724,PRD_0016,2025-02-11,App Móvil,False
INT_001143,CLI_000438,PRD_0021,2024-12-07,Call Center,False
INT_001144,CLI_000111,PRD_0038,2025-01-30,Sucursal,False
INT_001145,CLI_000168,PRD_0039,2025-08-30,Call Center,True
INT_001146,CLI_000621,PRD_0038,2025-06-13,Digital,True
INT_001147,CLI_000489,PRD_0023,2025-06-08,Digital,False
INT_001148,CLI_000562,PRD_0034,2025-03-06,App Móvil,False
INT_001149,CLI_000988,PRD_0050,2025-01-12,App Móvil,False
INT_001150,CLI_000987,PRD_0048,2024-10-10,Call Center,False
INT_001151,CLI_000513,PRD_0042,2025-05-29,Sucursal,False
INT_001152,CLI_000905,PRD_0030,2025-03-13,App Móvil,True
INT_001153,CLI_000494,PRD_0017,2025-04-11,Call Center,True
INT_001154,CLI_000562,PRD_0004,2025-07-04,App Móvil,True
INT_001155,CLI_000178,PRD_0022,2025-04-05,Sucursal,True
INT_001156,CLI_000516,PRD_0031,2024-12-14,Digital,True
INT_001157,CLI_000272,PRD_0001,2024-10-19,Call Center,True
INT_001158,CLI_000521,PRD_0047,2025-06-28,Digital,False
INT_001159,CLI_000319,PRD_0005,2025-06-23,App Móvil,True
INT_001160,CLI_000608,PRD_0001,2025-06-02,Call Center,True
INT_001161,CLI_000190,PRD_0024,2025-06-20,Call Center,False
INT_001162,CLI_000849,PRD_0043,2025-05-29,App Móvil,True
INT_001163,CLI_000351,PRD_0030,2025-04-04,App Móvil,False
INT_001164,CLI_000949,PRD_0003,2025-08-10,Sucursal,True
INT_001165,CLI_000728,PRD_0036,2025-08-24,Call Center,True
INT_001166,CLI_000957,PRD_0020,2024-10-29,Sucursal,False
INT_001167,CLI_000905,PRD_0040,2025-09-30,App Móvil,False
INT_001168,CLI_000810,PRD_0001,2024-12-30,Call Center,False
INT_001169,CLI_000604,PRD_0039,2025-01-30,Digital,False
INT_001170,CLI_000993,PRD_0011,2025-04-25,Digital,True
INT_001171,CLI_000534,PRD_0001,2024-12-13,Digital,False
INT_001172,CLI_000888,PRD_0023,2025-01-25,App Móvil,False
INT_001173,CLI_000616,PRD_0023,2025-01-15,Call Center,True
INT_001174,CLI_000774,PRD_0006,2025-06-12,Digital,True
INT_001175,CLI_000514,PRD_0047,2025-07-30,Sucursal,False
INT_001176,CLI_000743,PRD_0046,2025-03-01,Sucursal,True
INT_001177,CLI_000367,PRD_0026,2024-12-31,Sucursal,False
INT_001178,CLI_000536,PRD_0049,2025-04-09,Call Center,True
INT_001179,CLI_000718,PRD_0027,2024-10-17,Sucursal,False
INT_001180,CLI_000423,PRD_0014,2025-02-11,Digital,False
INT_001181,CLI_000350,PRD_0021,2024-10-11,Sucursal,False
INT_001182,CLI_000807,PRD_0019,2025-04-25,Sucursal,False
INT_001183,CLI_000755,PRD_0032,2025-09-27,Call Center,False
INT_001184,CLI_000876,PRD_0017,2025-03-23,App Móvil,True
INT_001185,CLI_000814,PRD_0040,2025-04-20,Sucursal,False
INT_001186,CLI_000511,PRD_0017,2025-05-24,App Móvil,True
INT_001187,CLI_000625,PRD_0047,2025-05-22,Call Center,True
INT_001188,CLI_000369,PRD_0028,2025-02-04,App Móvil,True
INT_001189,CLI_000159,PRD_0017,2025-04-11,Digital,False
INT_001190,CLI_000756,PRD_0033,2025-01-21,Sucursal,False
INT_001191,CLI_000043,PRD_0030,2025-03-03,Sucursal,True
INT_001192,CLI_000731,PRD_0034,2025-03-27,Digital,False
INT_001193,CLI_000659,PRD_0009,2025-03-12,Call Center,True
INT_001194,CLI_000073,PRD_0018,2025-07-03,App Móvil,True
INT_001195,CLI_000181,PRD_0041,2024-12-13,Digital,False
INT_001196,CLI_000072,PRD_0038,2025-08-13,Sucursal,False
INT_001197,CLI_000394,PRD_0041,2025-06-05,App Móvil,False
INT_001198,CLI_000762,PRD_0038,2025-03-22,Call Center,False
INT_001199,CLI_000710,PRD_0021,2025-07-19,Call Center,True
INT_001200,CLI_000698,PRD_0002,2025-09-29,Digital,True
INT_001201,CLI_000273,PRD_0017,2025-01-21,Sucursal,True
INT_001202,CLI_000827,PRD_0050,2024-11-15,Digital,True
INT_001203,CLI_000265,PRD_0007,2025-04-25,Call Center,False
INT_001204,CLI_000626,PRD_0029,2025-05-03,App Móvil,False
INT_001205,CLI_000322,PRD_0031,2024-12-17,Digital,False
INT_001206,CLI_000439,PRD_0030,2025-08-14,Sucursal,True
INT_001207,CLI_000668,PRD_0002,2025-09-03,Digital,False
INT_001208,CLI_000457,PRD_0009,2025-05-26,Digital,True
INT_001209,CLI_000224,PRD_0045,2024-11-15,Sucursal,False
INT_001210,CLI_000871,PRD_0008,2025-04-15,Digital,True
INT_001211,CLI_000127,PRD_0038,2025-04-02,Digital,True
INT_001212,CLI_000453,PRD_0028,2025-05-25,Sucursal,False
INT_001213,CLI_000339,PRD_0047,2025-03-07,Call Center,True
INT_001214,CLI_000002,PRD_0004,2024-10-21,Sucursal,True
INT_001215,CLI_000695,PRD_0042,2025-06-24,App Móvil,False
INT_001216,CLI_000776,PRD_0037,2024-11-05,App Móvil,True
INT_001217,CLI_000962,PRD_0023,2025-07-06,App Móvil,False
INT_001218,CLI_000471,PRD_0021,2025-05-11,Sucursal,False
INT_001219,CLI_000854,PRD_0010,2024-10-24,Call Center,False
INT_001220,CLI_000336,PRD_0028,2025-02-17,Call Center,True
INT_001221,CLI_000695,PRD_0007,2025-03-22,App Móvil,False
INT_001222,CLI_000821,PRD_0004,2025-02-08,Call Center,False
INT_001223,CLI_000561,PRD_0026,2025-07-21,App Móvil,False
INT_001224,CLI_000490,PRD_0005,2024-11-10,Sucursal,False
INT_001225,CLI_000661,PRD_0004,2025-04-14,App Móvil,False
INT_001226,CLI_000074,PRD_0008,2024-11-24,Call Center,False
INT_001227,CLI_000044,PRD_0037,2025-08-28,Digital,False
INT_001228,CLI_000421,PRD_0007,2025-04-11,Sucursal,True
INT_001229,CLI_000971,PRD_0036,2025-04-24,Digital,True
INT_001230,CLI_000470,PRD_0031,2024-10-05,App Móvil,False
INT_001231,CLI_000913,PRD_0004,2024-11-07,Sucursal,True
INT_001232,CLI_000722,PRD_0050,2025-02-18,Call Center,True
INT_001233,CLI_000622,PRD_0009,2025-04-01,App Móvil,False
INT_001234,CLI_000913,PRD_0001,2025-01-10,Sucursal,False
INT_001235,CLI_000151,PRD_0003,2025-03-06,Digital,False
INT_001236,CLI_000549,PRD_0024,2025-09-22,App Móvil,True
INT_001237,CLI_000422,PRD_0009,2025-06-05,Call Center,True
INT_001238,CLI_000324,PRD_0027,2024-10-10,Sucursal,False
INT_001239,CLI_000923,PRD_0019,2025-06-18,Sucursal,False
INT_001240,CLI_000442,PRD_0030,2025-08-12,Sucursal,True
INT_001241,CLI_000792,PRD_0029,2025-02-03,Sucursal,True
INT_001242,CLI_000691,PRD_0044,2025-09-20,App Móvil,False
INT_001243,CLI_000598,PRD_0005,2025-01-08,App Móvil,False
INT_001244,CLI_000488,PRD_0024,2025-08-22,Sucursal,False
INT_001245,CLI_000187,PRD_0037,2024-11-21,Sucursal,True
INT_001246,CLI_000873,PRD_0021,2024-11-02,Digital,True
INT_001247,CLI_000001,PRD_0016,2025-03-18,Digital,False
INT_001248,CLI_000861,PRD_0006,2025-05-30,Sucursal,False
INT_001249,CLI_000193,PRD_0016,2025-02-19,Call Center,False
INT_001250,CLI_000180,PRD_0005,2025-07-28,Sucursal,False
INT_001251,CLI_000363,PRD_0030,2025-07-08,App Móvil,False
INT_001252,CLI_000858,PRD_0047,2024-10-29,Call Center,True
INT_001253,CLI_000390,PRD_0031,2025-04-20,Sucursal,False
INT_001254,CLI_000708,PRD_0036,2025-02-06,Call Center,False
INT_001255,CLI_000844,PRD_0004,2024-12-31,Call Center,False
INT_001256,CLI_000263,PRD_0014,2024-12-27,Sucursal,False
INT_001257,CLI_000112,PRD_0024,2024-10-11,Digital,True
INT_001258,CLI_000130,PRD_0030,2024-12-05,Call Center,False
INT_001259,CLI_000214,PRD_0040,2024-11-14,App Móvil,False
INT_001260,CLI_000640,PRD_0028,2024-12-19,App Móvil,False
INT_001261,CLI_000935,PRD_0022,2024-11-10,Sucursal,True
INT_001262,CLI_000280,PRD_0019,2025-04-28,App Móvil,False
INT_001263,CLI_000412,PRD_0023,2025-01-30,Call Center,False
INT_001264,CLI_000035,PRD_0009,2025-08-19,Digital,False
INT_001265,CLI_000867,PRD_0032,2025-03-30,App Móvil,True
INT_001266,CLI_000805,PRD_0018,2025-07-16,App Móvil,False
INT_001267,CLI_000323,PRD_0018,2025-10-03,Digital,True
INT_001268,CLI_000340,PRD_0002,2025-07-26,App Móvil,True
INT_001269,CLI_000879,PRD_0025,2025-02-05,Call Center,True
INT_001270,CLI_000894,PRD_0043,2024-10-16,Call Center,False
INT_001271,CLI_000376,PRD_0041,2025-02-01,Call Center,False
INT_001272,CLI_000245,PRD_0012,2025-02-25,App Móvil,True
INT_001273,CLI_000938,PRD_0012,2024-12-02,App Móvil,False
INT_001274,CLI_000733,PRD_0030,2025-09-30,Call Center,True
INT_001275,CLI_000601,PRD_0035,2025-06-29,App Móvil,True
INT_001276,CLI_000004,PRD_0019,2024-12-20,Digital,True
INT_001277,CLI_000670,PRD_0024,2025-05-29,App Móvil,False
INT_001278,CLI_000324,PRD_0023,2024-11-07,Sucursal,True
INT_001279,CLI_000251,PRD_0049,2025-03-24,Digital,True
INT_001280,CLI_000415,PRD_0006,2025-08-24,Call Center,True
INT_001281,CLI_000300,PRD_0003,2025-06-03,Call Center,True
INT_001282,CLI_000834,PRD_0003,2024-11-24,App Móvil,True
INT_001283,CLI_000083,PRD_0002,2024-10-18,Call Center,False
INT_001284,CLI_000915,PRD_0020,2024-11-05,Sucursal,True
INT_001285,CLI_000430,PRD_0044,2025-05-19,Digital,False
INT_001286,CLI_000385,PRD_0043,2025-08-29,App Móvil,False
INT_001287,CLI_000714,PRD_0008,2025-05-08,Call Center,True
INT_001288,CLI_000796,PRD_0011,2025-02-12,App Móvil,True
INT_001289,CLI_000324,PRD_0006,2025-05-17,Sucursal,False
INT_001290,CLI_000609,PRD_0050,2025-01-25,Call Center,False
INT_001291,CLI_000184,PRD_0028,2025-09-24,Call Center,True
INT_001292,CLI_000715,PRD_0008,2025-01-03,Call Center,True
INT_001293,CLI_000031,PRD_0042,2025-08-12,App Móvil,True
INT_001294,CLI_000637,PRD_0014,2025-07-31,Sucursal,True
INT_001295,CLI_000412,PRD_0025,2025-09-29,Call Center,False
INT_001296,CLI_000346,PRD_0036,2025-07-18,Digital,True
INT_001297,CLI_000356,PRD_0029,2025-06-14,App Móvil,True
INT_001298,CLI_000322,PRD_0020,2025-04-27,Digital,False
INT_001299,CLI_000745,PRD_0028,2025-01-21,App Móvil,False
INT_001300,CLI_000629,PRD_0004,2025-02-08,Digital,False
INT_001301,CLI_000758,PRD_0017,2025-09-17,Digital,False
INT_001302,CLI_000732,PRD_0015,2025-07-21,App Móvil,False
INT_001303,CLI_000167,PRD_0035,2025-03-17,Sucursal,True
INT_001304,CLI_000012,PRD_0004,2025-02-05,Sucursal,True
INT_001305,CLI_000952,PRD_0034,2025-05-28,Call Center,True
INT_001306,CLI_000282,PRD_0015,2025-09-27,Call Center,False
INT_001307,CLI_000170,PRD_0047,2024-10-03,App Móvil,True
INT_001308,CLI_000962,PRD_0024,2025-02-19,App Móvil,True
INT_001309,CLI_000827,PRD_0003,2025-09-16,Digital,True
INT_001310,CLI_000356,PRD_0007,2025-08-16,App Móvil,True
INT_001311,CLI_000334,PRD_0003,2025-06-19,Sucursal,True
INT_001312,CLI_000432,PRD_0025,2024-10-20,Call Center,False
INT_001313,CLI_000995,PRD_0014,2025-04-21,Sucursal,False
INT_001314,CLI_000460,PRD_0012,2025-09-12,Sucursal,True
INT_001315,CLI_000006,PRD_0032,2024-12-26,Sucursal,False
INT_001316,CLI_000122,PRD_0023,2025-05-27,Call Center,False
INT_001317,CLI_000414,PRD_0045,2025-05-04,Digital,False
INT_001318,CLI_000495,PRD_0028,2025-09-07,Call Center,True
INT_001319,CLI_000043,PRD_0023,2025-06-14,Sucursal,False
INT_001320,CLI_000126,PRD_0018,2025-06-05,Sucursal,False
INT_001321,CLI_000205,PRD_0032,2025-04-20,Sucursal,False
INT_001322,CLI_000689,PRD_0024,2025-05-15,App Móvil,True
INT_001323,CLI_000711,PRD_0023,2025-03-15,App Móvil,False
INT_001324,CLI_000144,PRD_0013,2025-09-29,Call Center,False
INT_001325,CLI_000734,PRD_0012,2024-12-10,App Móvil,False
INT_001326,CLI_000569,PRD_0035,2025-02-02,App Móvil,False
INT_001327,CLI_000033,PRD_0046,2025-07-16,Digital,False
INT_001328,CLI_000110,PRD_0035,2025-08-19,App Móvil,True
INT_001329,CLI_000726,PRD_0026,2025-01-21,Sucursal,True
INT_001330,CLI_000319,PRD_0032,2024-11-21,App Móvil,True
INT_001331,CLI_000808,PRD_0034,2024-11-17,Call Center,False
INT_001332,CLI_000675,PRD_0007,2025-04-04,Call Center,True
INT_001333,CLI_000289,PRD_0007,2024-10-09,Digital,False
INT_001334,CLI_000334,PRD_0025,2025-08-10,Sucursal,False
INT_001335,CLI_000628,PRD_0010,2025-06-06,Call Center,True
INT_001336,CLI_000471,PRD_0013,2024-12-22,Sucursal,True
INT_001337,CLI_000258,PRD_0029,2025-04-09,Digital,False
INT_001338,CLI_000193,PRD_0030,2025-02-21,Call Center,False
INT_001339,CLI_000626,PRD_0033,2025-09-23,App Móvil,False
INT_001340,CLI_000712,PRD_0013,2025-04-03,App Móvil,False
INT_001341,CLI_000403,PRD_0035,2025-05-28,App Móvil,False
INT_001342,CLI_000015,PRD_0029,2025-01-28,Call Center,False
INT_001343,CLI_000285,PRD_0041,2024-12-21,Sucursal,False
INT_001344,CLI_000226,PRD_0041,2024-10-12,Digital,True
