id_interaccion,id_cliente,id_producto,fecha_interaccion,canal,aceptado,segmento
INT_000809,CLI_000327,PRD_0011,2025-01-29,Digital,False,Classic
INT_000810,CLI_000643,PRD_0027,2025-07-05,Sucursal,False,Classic
INT_000811,CLI_000154,PRD_0020,2025-07-07,Digital,False,Classic
INT_000812,CLI_000114,PRD_0036,2025-07-30,Sucursal,False,Basic
INT_000813,CLI_000352,PRD_0001,2024-11-01,App Móvil,True,Basic
INT_000814,CLI_000517,PRD_0033,2025-04-22,Call Center,False,Classic
INT_000815,CLI_000149,PRD_0045,2025-03-21,Call Center,False,Premium
INT_000816,CLI_000840,PRD_0047,2024-11-26,App Móvil,True,Classic
INT_000817,CLI_000460,PRD_0018,2025-05-29,Sucursal,False,Premium
INT_000818,CLI_000184,PRD_0021,2025-04-11,Call Center,False,Basic
INT_000819,CLI_000426,PRD_0048,2025-02-14,Call Center,False,Classic
INT_000820,CLI_000749,PRD_0025,2025-07-25,App Móvil,False,Basic
INT_000821,CLI_000995,PRD_0008,2024-10-10,Sucursal,True,Classic
INT_000822,CLI_000189,PRD_0020,2025-01-14,Sucursal,False,Classic
INT_000823,CLI_000300,PRD_0011,2024-10-09,Call Center,True,Premium
INT_000824,CLI_000759,PRD_0020,2025-04-26,Sucursal,False,Basic
INT_000825,CLI_000205,PRD_0004,2024-12-24,Sucursal,False,Classic
INT_000826,CLI_000891,PRD_0008,2025-06-23,App Móvil,False,Basic
INT_000827,CLI_000139,PRD_0018,2024-10-03,Call Center,True,Classic
INT_000828,CLI_000081,PRD_0023,2025-04-10,Digital,False,Basic
INT_000829,CLI_000808,PRD_0018,2025-07-28,Call Center,False,Basic
INT_000830,CLI_000292,PRD_0013,2024-11-05,Call Center,False,Premium
INT_000831,CLI_000428,PRD_0028,2025-07-04,App Móvil,False,Basic
INT_000832,CLI_000231,PRD_0048,2024-10-13,App Móvil,False,Basic
INT_000833,CLI_000096,PRD_0038,2024-10-05,Sucursal,False,Classic
INT_000834,CLI_000513,PRD_0046,2025-04-06,Sucursal,True,Basic
INT_000835,CLI_000832,PRD_0013,2024-12-09,Sucursal,False,Classic
INT_000836,CLI_000003,PRD_0020,2024-10-27,Digital,False,Basic
INT_000837,CLI_000811,PRD_0039,2024-10-23,Digital,False,Basic
INT_000838,CLI_000888,PRD_0040,2025-01-03,App Móvil,False,Classic
INT_000839,CLI_000658,PRD_0014,2025-03-01,Digital,True,Classic
INT_000840,CLI_000483,PRD_0026,2025-01-09,Sucursal,False,Classic
INT_000841,CLI_000789,PRD_0044,2025-03-22,Digital,True,Classic
INT_000842,CLI_000199,PRD_0030,2024-10-25,Call Center,True,Basic
INT_000843,CLI_000059,PRD_0028,2025-05-20,Sucursal,True,Premium
INT_000844,CLI_000211,PRD_0039,2025-07-13,App Móvil,False,Classic
INT_000845,CLI_000280,PRD_0011,2024-10-19,App Móvil,False,Basic
INT_000846,CLI_000419,PRD_0025,2025-09-02,App Móvil,True,Classic
INT_000847,CLI_000527,PRD_0017,2025-05-05,Digital,False,Classic
INT_000848,CLI_000023,PRD_0003,2024-12-30,Digital,True,Classic
INT_000849,CLI_000876,PRD_0030,2025-02-14,App Móvil,True,Premium
INT_000850,CLI_000005,PRD_0048,2024-10-23,Digital,True,Premium
INT_000851,CLI_000428,PRD_0030,2025-06-11,App Móvil,False,Basic
INT_000852,CLI_000779,PRD_0012,2024-12-20,Sucursal,False,Basic
INT_000853,CLI_000651,PRD_0026,2025-01-15,Digital,True,Premium
INT_000854,CLI_000765,PRD_0033,2024-10-12,Call Center,False,Premium
INT_000855,CLI_000710,PRD_0045,2024-10-28,Call Center,True,Classic
INT_000856,CLI_000840,PRD_0011,2025-03-22,App Móvil,True,Classic
INT_000857,CLI_000312,PRD_0038,2024-10-18,Digital,True,Premium
INT_000858,CLI_000299,PRD_0030,2024-12-25,App Móvil,True,Classic
INT_000859,CLI_000650,PRD_0022,2025-05-28,Sucursal,True,Classic
INT_000860,CLI_000790,PRD_0033,2025-02-19,App Móvil,True,Basic
INT_000861,CLI_000877,PRD_0040,2024-11-13,Digital,False,Basic
INT_000862,CLI_000694,PRD_0020,2024-11-06,Call Center,False,Classic
INT_000863,CLI_000414,PRD_0011,2024-12-06,Digital,True,Classic
INT_000864,CLI_000979,PRD_0033,2024-11-29,Digital,False,Classic
INT_000865,CLI_000621,PRD_0034,2025-06-26,Digital,True,Premium
INT_000866,CLI_000247,PRD_0046,2025-07-05,App Móvil,True,Classic
INT_000867,CLI_000106,PRD_0042,2025-08-26,App Móvil,False,Classic
INT_000868,CLI_000689,PRD_0047,2025-07-07,App Móvil,True,Basic
INT_000869,CLI_000319,PRD_0033,2025-08-03,App Móvil,False,Premium
INT_000870,CLI_000478,PRD_0035,2025-02-26,Call Center,True,Classic
INT_000871,CLI_000346,PRD_0001,2025-05-21,Digital,True,Classic
INT_000872,CLI_000736,PRD_0044,2024-12-08,App Móvil,True,Basic
INT_000873,CLI_000770,PRD_0006,2025-10-01,Digital,False,Basic
INT_000874,CLI_000569,PRD_0047,2024-10-05,App Móvil,False,Basic
INT_000875,CLI_000046,PRD_0020,2025-09-13,Sucursal,False,Classic
INT_000876,CLI_000032,PRD_0049,2025-04-21,Sucursal,True,Premium
INT_000877,CLI_000676,PRD_0009,2024-11-17,App Móvil,False,Basic
INT_000878,CLI_000496,PRD_0038,2024-10-30,App Móvil,False,Classic
INT_000879,CLI_000586,PRD_0022,2024-12-14,App Móvil,True,Classic
INT_000880,CLI_000422,PRD_0050,2025-08-27,Call Center,False,Basic
INT_000881,CLI_000230,PRD_0014,2025-04-24,Digital,False,Classic
INT_000882,CLI_000160,PRD_0001,2025-07-01,App Móvil,False,Basic
INT_000883,CLI_000563,PRD_0019,2025-01-18,Sucursal,True,Premium
INT_000884,CLI_000645,PRD_0013,2024-12-29,Digital,True,Premium
INT_000885,CLI_000963,PRD_0049,2025-08-17,App Móvil,False,Classic
INT_000886,CLI_000238,PRD_0020,2025-06-16,App Móvil,True,Premium
INT_000887,CLI_000665,PRD_0031,2025-04-17,Sucursal,False,Premium
INT_000888,CLI_000025,PRD_0045,2025-06-14,Call Center,False,Classic
INT_000889,CLI_000750,PRD_0042,2024-11-21,App Móvil,False,Classic
INT_000890,CLI_000679,PRD_0030,2024-12-20,Digital,False,Basic
INT_000891,CLI_000133,PRD_0045,2024-11-05,Digital,False,Premium
INT_000892,CLI_000569,PRD_0047,2024-10-26,App Móvil,True,Basic
INT_000893,CLI_000325,PRD_0008,2025-06-02,Call Center,False,Basic
INT_000894,CLI_000364,PRD_0015,2024-11-23,Sucursal,False,Classic
INT_000895,CLI_000152,PRD_0019,2025-06-01,Digital,False,Classic
INT_000896,CLI_000735,PRD_0010,2024-10-19,Sucursal,False,Classic
INT_000897,CLI_000925,PRD_0047,2025-03-22,Digital,False,Classic
INT_000898,CLI_000257,PRD_0002,2025-08-06,Sucursal,False,Basic
INT_000899,CLI_000286,PRD_0021,2024-12-31,App Móvil,True,Premium
INT_000900,CLI_000592,PRD_0021,2025-09-21,Digital,False,Classic
INT_000901,CLI_000828,PRD_0005,2025-03-26,Call Center,False,Classic
INT_000902,CLI_000408,PRD_0017,2025-01-16,Sucursal,True,Premium
INT_000903,CLI_000959,PRD_0043,2025-09-11,Digital,True,Premium
INT_000904,CLI_000891,PRD_0025,2024-11-04,App Móvil,False,Basic
INT_000905,CLI_000465,PRD_0044,2025-01-13,Digital,True,Basic
INT_000906,CLI_000054,PRD_0032,2025-08-15,App Móvil,True,Basic
INT_000907,CLI_000366,PRD_0031,2025-01-01,Digital,True,Classic
INT_000908,CLI_000167,PRD_0012,2024-11-17,Sucursal,False,Classic
INT_000909,CLI_000091,PRD_0009,2024-10-25,Digital,True,Premium
INT_000910,CLI_000815,PRD_0028,2025-06-16,App Móvil,False,Basic
INT_000911,CLI_000153,PRD_0042,2025-02-28,Sucursal,False,Premium
INT_000912,CLI_000545,PRD_0015,2025-06-20,Digital,False,Classic
INT_000913,CLI_000281,PRD_0050,2024-10-09,Sucursal,False,Basic
INT_000914,CLI_000220,PRD_0013,2025-02-23,Call Center,False,Basic
INT_000915,CLI_000947,PRD_0035,2025-08-28,Digital,True,Premium
INT_000916,CLI_000045,PRD_0048,2025-07-17,Digital,False,Classic
INT_000917,CLI_000466,PRD_0017,2025-04-17,Digital,True,Classic
INT_000918,CLI_000969,PRD_0040,2025-08-27,Sucursal,True,Classic
INT_000919,CLI_000227,PRD_0036,2025-05-28,Call Center,True,Basic
INT_000920,CLI_000542,PRD_0004,2024-12-13,App Móvil,False,Classic
INT_000921,CLI_000563,PRD_0034,2025-05-24,Sucursal,False,Premium
INT_000922,CLI_000082,PRD_0009,2025-02-15,Digital,True,Classic
INT_000923,CLI_000471,PRD_0049,2025-02-24,Sucursal,True,Premium
INT_000924,CLI_000608,PRD_0035,2025-03-18,Call Center,True,Classic
INT_000925,CLI_000410,PRD_0014,2025-01-03,App Móvil,True,Premium
INT_000926,CLI_000572,PRD_0027,2024-11-21,App Móvil,True,Basic
INT_000927,CLI_000578,PRD_0050,2024-12-08,Sucursal,True,Basic
INT_000928,CLI_000845,PRD_0016,2025-08-27,Sucursal,True,Premium
INT_000929,CLI_000190,PRD_0026,2025-01-19,Call Center,True,Classic
INT_000930,CLI_000422,PRD_0038,2024-10-17,Call Center,True,Basic
INT_000931,CLI_000919,PRD_0026,2025-08-20,App Móvil,False,Basic
INT_000932,CLI_000992,PRD_0022,2025-02-21,Sucursal,True,Classic
INT_000933,CLI_000092,PRD_0029,2024-10-30,Call Center,False,Basic
INT_000934,CLI_000249,PRD_0031,2025-07-15,Digital,True,Basic
INT_000935,CLI_000538,PRD_0008,2025-07-26,Sucursal,False,Classic
INT_000936,CLI_000194,PRD_0029,2024-12-28,App Móvil,False,Classic
INT_000937,CLI_000855,PRD_0041,2024-11-13,Digital,True,Classic
INT_000938,CLI_000175,PRD_0035,2024-10-22,App Móvil,True,Classic
INT_000939,CLI_000369,PRD_0044,2024-11-06,App Móvil,False,Premium
INT_000940,CLI_000723,PRD_0044,2025-09-28,Digital,True,Premium
INT_000941,CLI_000128,PRD_0036,2024-12-23,Call Center,False,Basic
INT_000942,CLI_000294,PRD_0049,2025-09-12,Call Center,True,Classic
INT_000943,CLI_000127,PRD_0029,2024-12-02,Digital,True,Basic
INT_000944,CLI_000673,PRD_0010,2024-12-27,Sucursal,True,Premium
INT_000945,CLI_000545,PRD_0034,2025-04-30,Digital,False,Classic
INT_000946,CLI_000979,PRD_0045,2025-04-10,Digital,True,Classic
INT_000947,CLI_000169,PRD_0022,2024-11-07,Call Center,True,Premium
INT_000948,CLI_000002,PRD_0002,2025-07-23,Sucursal,False,Basic
INT_000949,CLI_000266,PRD_0003,2025-06-12,Digital,True,Basic
INT_000950,CLI_000742,PRD_0004,2025-05-27,Sucursal,False,Classic
INT_000951,CLI_000530,PRD_0028,2025-07-03,App Móvil,True,Basic
INT_000952,CLI_000409,PRD_0037,2024-12-17,Call Center,False,Basic
INT_000953,CLI_000596,PRD_0040,2024-12-26,Digital,False,Classic
INT_000954,CLI_000182,PRD_0029,2024-12-26,Call Center,True,Premium
INT_000955,CLI_000707,PRD_0028,2024-10-25,Sucursal,True,Classic
INT_000956,CLI_000132,PRD_0048,2025-08-14,Call Center,True,Classic
INT_000957,CLI_000643,PRD_0021,2024-12-10,Sucursal,True,Classic
INT_000958,CLI_000572,PRD_0011,2025-04-17,App Móvil,False,Basic
INT_000959,CLI_000952,PRD_0017,2024-10-25,Call Center,True,Classic
INT_000960,CLI_000912,PRD_0023,2025-08-13,Sucursal,False,Classic
INT_000961,CLI_000768,PRD_0028,2025-08-29,Sucursal,False,Basic
INT_000962,CLI_000944,PRD_0007,2025-04-24,Sucursal,False,Basic
INT_000963,CLI_000519,PRD_0021,2025-04-18,App Móvil,False,Basic
INT_000964,CLI_000477,PRD_0050,2025-04-30,Digital,False,Premium
INT_000965,CLI_000161,PRD_0027,2025-07-17,Sucursal,False,Classic
INT_000966,CLI_000754,PRD_0002,2025-03-31,App Móvil,False,Classic
INT_000967,CLI_000714,PRD_0029,2025-02-26,Call Center,False,Classic
INT_000968,CLI_000273,PRD_0020,2025-04-26,Sucursal,True,Basic
INT_000969,CLI_000088,PRD_0018,2025-06-12,App Móvil,True,Classic
INT_000970,CLI_000644,PRD_0007,2024-11-09,Sucursal,False,Classic
INT_000971,CLI_000595,PRD_0023,2025-04-02,Call Center,False,Basic
INT_000972,CLI_000029,PRD_0007,2025-04-17,Sucursal,True,Classic
INT_000973,CLI_000628,PRD_0043,2025-02-09,Call Center,False,Basic
INT_000974,CLI_000804,PRD_0013,2025-04-30,Call Center,False,Classic
INT_000975,CLI_000749,PRD_0002,2025-08-09,App Móvil,False,Basic
INT_000976,CLI_000079,PRD_0001,2024-11-27,Digital,True,Classic
INT_000977,CLI_000212,PRD_0002,2025-05-13,Call Center,True,Classic
INT_000978,CLI_000713,PRD_0025,2025-07-24,Digital,False,Classic
INT_000979,CLI_000861,PRD_0044,2025-06-25,Sucursal,False,Basic
INT_000980,CLI_000564,PRD_0033,2024-11-17,Call Center,True,Premium
INT_000981,CLI_000244,PRD_0025,2025-08-26,App Móvil,True,Classic
INT_000982,CLI_000246,PRD_0032,2025-01-17,App Móvil,False,Basic
INT_000983,CLI_000665,PRD_0022,2024-12-10,Sucursal,True,Premium
INT_000984,CLI_000398,PRD_0045,2024-12-05,App Móvil,False,Classic
INT_000985,CLI_000331,PRD_0020,2025-09-15,Call Center,True,Classic
INT_000986,CLI_000473,PRD_0023,2024-12-29,App Móvil,True,Premium
INT_000987,CLI_000108,PRD_0030,2024-12-31,Digital,False,Basic
INT_000988,CLI_000708,PRD_0026,2025-07-19,Call Center,False,Basic
INT_000989,CLI_000019,PRD_0036,2025-06-11,Call Center,True,Classic
INT_000990,CLI_000189,PRD_0010,2024-12-06,Sucursal,False,Classic
INT_000991,CLI_000352,PRD_0018,2025-05-08,App Móvil,False,Basic
INT_000992,CLI_000027,PRD_0029,2025-01-20,Call Center,True,Premium
INT_000993,CLI_000410,PRD_0011,2025-03-14,App Móvil,True,Premium
INT_000994,CLI_000191,PRD_0023,2025-09-28,Digital,True,Premium
INT_000995,CLI_000239,PRD_0044,2024-11-23,App Móvil,False,Classic
INT_000996,CLI_000778,PRD_0015,2025-01-13,Digital,False,Basic
INT_000997,CLI_000832,PRD_0042,2025-07-14,Sucursal,True,Classic
INT_000998,CLI_000517,PRD_0035,2024-12-18,Call Center,True,Classic
INT_000999,CLI_000847,PRD_0050,2025-07-21,Sucursal,False,Premium
INT_001000,CLI_000848,PRD_0034,2025-01-29,Call Center,False,Basic
INT_001001,CLI_000465,PRD_0017,2025-09-13,Digital,False,Basic
INT_001002,CLI_000347,PRD_0001,2025-01-27,Call Center,True,Classic
INT_001003,CLI_000214,PRD_0041,2025-05-21,App Móvil,True,Classic
INT_001004,CLI_000835,PRD_0025,2025-09-12,Sucursal,False,Classic
INT_001005,CLI_000362,PRD_0037,2025-01-11,Digital,False,Classic
INT_001006,CLI_000529,PRD_0038,2025-04-02,Sucursal,False,Premium
INT_001007,CLI_000866,PRD_0036,2025-02-13,Sucursal,False,Classic
INT_001008,CLI_000751,PRD_0021,2025-09-13,App Móvil,False,Premium
INT_001009,CLI_000855,PRD_0003,2025-04-21,Digital,False,Classic
INT_001010,CLI_000881,PRD_0005,2025-01-10,Sucursal,True,Classic
INT_001011,CLI_000818,PRD_0010,2025-05-16,App Móvil,False,Classic
INT_001012,CLI_000683,PRD_0023,2025-05-22,Call Center,False,Premium
INT_001013,CLI_000832,PRD_0022,2024-12-16,Sucursal,False,Classic
INT_001014,CLI_000296,PRD_0037,2024-11-03,Call Center,True,Classic
INT_001015,CLI_000749,PRD_0010,2024-12-07,App Móvil,False,Basic
INT_001016,CLI_000632,PRD_0049,2025-08-25,Sucursal,False,Basic
INT_001017,CLI_000842,PRD_0031,2025-03-25,App Móvil,False,Classic
INT_001018,CLI_000887,PRD_0005,2025-06-11,Sucursal,False,Classic
INT_001019,CLI_000704,PRD_0017,2025-04-06,App Móvil,True,Premium
INT_001020,CLI_000288,PRD_0034,2025-04-10,App Móvil,False,Classic
INT_001021,CLI_000851,PRD_0039,2025-01-30,Call Center,True,Premium
INT_001022,CLI_000096,PRD_0032,2025-09-30,Sucursal,False,Classic
INT_001023,CLI_000401,PRD_0007,2025-07-24,Sucursal,True,Premium
INT_001024,CLI_000618,PRD_0002,2025-06-08,Digital,True,Classic
INT_001025,CLI_000855,PRD_0033,2024-11-08,Digital,True,Classic
INT_001026,CLI_000716,PRD_0023,2025-07-19,Digital,True,Basic
INT_001027,CLI_000463,PRD_0002,2025-04-01,App Móvil,True,Basic
INT_001028,CLI_000456,PRD_0027,2025-08-04,App Móvil,False,Classic
INT_001029,CLI_000517,PRD_0009,2025-03-05,Call Center,False,Classic
INT_001030,CLI_000986,PRD_0033,2025-08-06,Call Center,False,Classic
INT_001031,CLI_000016,PRD_0030,2025-01-31,App Móvil,True,Premium
INT_001032,CLI_000472,PRD_0017,2024-12-05,Digital,False,Basic
INT_001033,CLI_000227,PRD_0018,2025-03-07,Call Center,True,Basic
INT_001034,CLI_000122,PRD_0031,2025-09-11,Call Center,True,Basic
INT_001035,CLI_000690,PRD_0017,2024-12-04,Sucursal,True,Premium
INT_001036,CLI_000436,PRD_0008,2024-11-15,Sucursal,True,Basic
INT_001037,CLI_000544,PRD_0035,2024-12-14,Call Center,False,Classic
INT_001038,CLI_000900,PRD_0019,2025-07-10,App Móvil,True,Premium
INT_001039,CLI_000207,PRD_0018,2025-07-03,App Móvil,True,Premium
INT_001040,CLI_000748,PRD_0037,2025-03-10,Digital,False,Classic
INT_001041,CLI_000834,PRD_0015,2024-12-19,App Móvil,False,Premium
INT_001042,CLI_000497,PRD_0023,2024-10-30,Digital,False,Classic
INT_001043,CLI_000429,PRD_0019,2025-08-21,Sucursal,False,Classic
INT_001044,CLI_000226,PRD_0047,2024-11-27,Digital,True,Classic
INT_001045,CLI_000796,PRD_0030,2025-01-30,App Móvil,False,Basic
INT_001046,CLI_000328,PRD_0029,2025-03-07,App Móvil,True,Classic
INT_001047,CLI_000917,PRD_0046,2024-12-09,App Móvil,False,Classic
INT_001048,CLI_000066,PRD_0010,2025-07-02,Digital,False,Classic
INT_001049,CLI_000872,PRD_0020,2025-01-15,Sucursal,False,Classic
INT_001050,CLI_000263,PRD_0022,2024-10-17,Sucursal,True,Premium
INT_001051,CLI_000160,PRD_0037,2025-02-13,App Móvil,False,Basic
INT_001052,CLI_000756,PRD_0041,2025-08-29,Sucursal,False,Basic
INT_001053,CLI_000556,PRD_0030,2025-03-20,App Móvil,True,Classic
INT_001054,CLI_000324,PRD_0001,2025-09-25,Sucursal,True,Classic
INT_001055,CLI_000051,PRD_0043,2025-01-18,Digital,True,Basic
INT_001056,CLI_000737,PRD_0034,2025-07-19,App Móvil,False,Classic
INT_001057,CLI_000101,PRD_0047,2025-07-05,App Móvil,True,Premium
INT_001058,CLI_000340,PRD_0031,2024-11-23,App Móvil,True,Premium
INT_001059,CLI_000890,PRD_0041,2025-01-04,Digital,False,Classic
INT_001060,CLI_000332,PRD_0034,2025-08-04,Digital,False,Basic
INT_001061,CLI_000461,PRD_0037,2024-10-31,Call Center,True,Premium
INT_001062,CLI_000244,PRD_0001,2024-11-29,App Móvil,True,Classic
INT_001063,CLI_000639,PRD_0011,2025-10-03,Sucursal,False,Classic
INT_001064,CLI_000002,PRD_0012,2024-10-21,Sucursal,False,Basic
INT_001065,CLI_000369,PRD_0035,2025-01-09,App Móvil,True,Premium
INT_001066,CLI_000916,PRD_0003,2025-09-11,App Móvil,True,Classic
INT_001067,CLI_000070,PRD_0021,2025-02-26,Sucursal,False,Basic
INT_001068,CLI_000400,PRD_0033,2025-01-30,Sucursal,True,Basic
INT_001069,CLI_000712,PRD_0031,2025-03-22,App Móvil,False,Classic
INT_001070,CLI_000457,PRD_0009,2024-10-12,Digital,True,Premium
INT_001071,CLI_000683,PRD_0048,2025-02-28,Call Center,False,Premium
INT_001072,CLI_000043,PRD_0037,2025-02-01,Sucursal,True,Premium
INT_001073,CLI_000175,PRD_0042,2025-08-22,App Móvil,False,Classic
INT_001074,CLI_000598,PRD_0034,2024-12-29,App Móvil,True,Premium
INT_001075,CLI_000040,PRD_0015,2025-06-29,Call Center,True,Classic
INT_001076,CLI_000147,PRD_0002,2025-09-30,Digital,True,Classic
INT_001077,CLI_000468,PRD_0016,2025-08-04,Sucursal,False,Basic
INT_001078,CLI_000493,PRD_0038,2025-03-25,Call Center,False,Classic
INT_001079,CLI_000692,PRD_0016,2024-10-16,Sucursal,False,Classic
INT_001080,CLI_000179,PRD_0005,2025-03-08,App Móvil,False,Basic
INT_001081,CLI_000652,PRD_0032,2025-07-16,Sucursal,True,Classic
INT_001082,CLI_000579,PRD_0046,2024-12-08,Digital,True,Classic
INT_001083,CLI_000656,PRD_0005,2025-01-02,Digital,True,Premium
INT_001084,CLI_000339,PRD_0010,2025-03-30,Call Center,True,Classic
INT_001085,CLI_000368,PRD_0027,2024-10-20,App Móvil,False,Basic
INT_001086,CLI_000876,PRD_0012,2025-06-21,App Móvil,True,Premium
INT_001087,CLI_000331,PRD_0013,2024-12-22,Call Center,False,Classic
INT_001088,CLI_000835,PRD_0020,2025-03-28,Sucursal,False,Classic
INT_001089,CLI_000239,PRD_0016,2025-01-29,App Móvil,False,Classic
INT_001090,CLI_000780,PRD_0006,2025-04-29,App Móvil,True,Classic
INT_001091,CLI_000834,PRD_0021,2024-10-07,App Móvil,True,Premium
INT_001092,CLI_000288,PRD_0018,2025-07-25,App Móvil,False,Classic
INT_001093,CLI_000817,PRD_0031,2024-10-31,Call Center,False,Classic
INT_001094,CLI_000091,PRD_0039,2025-06-08,Digital,True,Premium
INT_001095,CLI_000040,PRD_0020,2024-10-10,Call Center,False,Classic
INT_001096,CLI_000791,PRD_0038,2025-08-13,App Móvil,False,Premium
INT_001097,CLI_000716,PRD_0032,2025-03-12,Digital,True,Basic
INT_001098,CLI_000040,PRD_0011,2024-12-26,Call Center,False,Classic
INT_001099,CLI_000187,PRD_0044,2024-10-18,Sucursal,False,Basic
INT_001100,CLI_000644,PRD_0044,2025-07-13,Sucursal,False,Classic
INT_001101,CLI_000481,PRD_0046,2024-11-12,Digital,True,Classic
INT_001102,CLI_000016,PRD_0043,2025-08-18,App Móvil,True,Premium
INT_001103,CLI_000147,PRD_0013,2025-02-04,Digital,False,Classic
INT_001104,CLI_000308,PRD_0003,2025-02-23,Digital,False,Classic
INT_001105,CLI_000058,PRD_0043,2025-05-22,Call Center,True,Premium
INT_001106,CLI_000699,PRD_0047,2025-08-24,Call Center,True,Premium
INT_001107,CLI_000798,PRD_0036,2025-03-21,Sucursal,False,Classic
INT_001108,CLI_000491,PRD_0019,2025-03-12,Sucursal,False,Classic
INT_001109,CLI_000973,PRD_0035,2025-01-10,Sucursal,False,Basic
INT_001110,CLI_000142,PRD_0036,2024-12-02,Call Center,True,Classic
INT_001111,CLI_000850,PRD_0047,2025-07-06,Call Center,True,Classic
INT_001112,CLI_000937,PRD_0030,2025-02-21,App Móvil,False,Premium
INT_001113,CLI_000179,PRD_0019,2024-11-01,App Móvil,True,Basic
INT_001114,CLI_000358,PRD_0045,2025-01-11,Digital,False,Classic
INT_001115,CLI_000290,PRD_0018,2025-09-16,Sucursal,True,Classic
INT_001116,CLI_000876,PRD_0014,2025-01-15,App Móvil,False,Premium
INT_001117,CLI_000801,PRD_0041,2025-06-07,App Móvil,False,Basic
INT_001118,CLI_000882,PRD_0045,2024-10-23,App Móvil,False,Classic
INT_001119,CLI_000503,PRD_0004,2025-06-03,Digital,True,Classic
INT_001120,CLI_000632,PRD_0008,2025-07-15,Sucursal,False,Basic
INT_001121,CLI_000941,PRD_0045,2025-05-15,Sucursal,True,Classic
INT_001122,CLI_000046,PRD_0006,2025-04-06,Sucursal,False,Classic
INT_001123,CLI_000292,PRD_0019,2025-03-10,Call Center,False,Premium
INT_001124,CLI_000634,PRD_0027,2025-01-11,Sucursal,False,Classic
INT_001125,CLI_000183,PRD_0014,2024-10-08,Digital,True,Basic
INT_001126,CLI_000163,PRD_0045,2025-08-18,Digital,True,Classic
INT_001127,CLI_000791,PRD_0005,2024-12-21,App Móvil,False,Premium
INT_001128,CLI_000538,PRD_0050,2025-04-08,Sucursal,False,Classic
INT_001129,CLI_000562,PRD_0024,2025-05-15,App Móvil,True,Classic
INT_001130,CLI_000336,PRD_0042,2025-06-26,Call Center,True,Premium
INT_001131,CLI_000770,PRD_0045,2025-03-11,Digital,False,Basic
INT_001132,CLI_000857,PRD_0012,2025-05-23,Sucursal,True,Premium
INT_001133,CLI_000834,PRD_0012,2025-01-17,App Móvil,True,Premium
INT_001134,CLI_000794,PRD_0017,2025-08-27,Sucursal,True,Classic
INT_001135,CLI_000846,PRD_0027,2025-04-12,Call Center,False,Classic
INT_001136,CLI_000197,PRD_0027,2025-01-14,Call Center,False,Basic
INT_001137,CLI_000202,PRD_0048,2025-01-01,Digital,False,Premium
INT_001138,CLI_000111,PRD_0035,2024-12-13,Sucursal,False,Classic
INT_001139,CLI_000988,PRD_0008,2025-02-19,App Móvil,True,Classic
INT_001140,CLI_000064,PRD_0001,2024-12-19,Call Center,False,Classic
INT_001141,CLI_000143,PRD_0050,2025-06-01,Call Center,False,Classic
INT_001142,CLI_000724,PRD_0016,2025-02-11,App Móvil,False,Basic
INT_001143,CLI_000438,PRD_0021,2024-12-07,Call Center,False,Basic
INT_001144,CLI_000111,PRD_0038,2025-01-30,Sucursal,False,Classic
INT_001145,CLI_000168,PRD_0039,2025-08-30,Call Center,True,Premium
INT_001146,CLI_000621,PRD_0038,2025-06-13,Digital,True,Premium
INT_001147,CLI_000489,PRD_0023,2025-06-08,Digital,False,Basic
INT_001148,CLI_000562,PRD_0034,2025-03-06,App Móvil,False,Classic
INT_001149,CLI_000988,PRD_0050,2025-01-12,App Móvil,False,Classic
INT_001150,CLI_000987,PRD_0048,2024-10-10,Call Center,False,Classic
INT_001151,CLI_000513,PRD_0042,2025-05-29,Sucursal,False,Basic
INT_001152,CLI_000905,PRD_0030,2025-03-13,App Móvil,True,Classic
INT_001153,CLI_000494,PRD_0017,2025-04-11,Call Center,True,Premium
INT_001154,CLI_000562,PRD_0004,2025-07-04,App Móvil,True,Classic
INT_001155,CLI_000178,PRD_0022,2025-04-05,Sucursal,True,Classic
INT_001156,CLI_000516,PRD_0031,2024-12-14,Digital,True,Premium
INT_001157,CLI_000272,PRD_0001,2024-10-19,Call Center,True,Basic
INT_001158,CLI_000521,PRD_0047,2025-06-28,Digital,False,Classic
INT_001159,CLI_000319,PRD_0005,2025-06-23,App Móvil,True,Premium
INT_001160,CLI_000608,PRD_0001,2025-06-02,Call Center,True,Classic
INT_001161,CLI_000190,PRD_0024,2025-06-20,Call Center,False,Classic
INT_001162,CLI_000849,PRD_0043,2025-05-29,App Móvil,True,Classic
INT_001163,CLI_000351,PRD_0030,2025-04-04,App Móvil,False,Classic
INT_001164,CLI_000949,PRD_0003,2025-08-10,Sucursal,True,Basic
INT_001165,CLI_000728,PRD_0036,2025-08-24,Call Center,True,Basic
INT_001166,CLI_000957,PRD_0020,2024-10-29,Sucursal,False,Classic
INT_001167,CLI_000905,PRD_0040,2025-09-30,App Móvil,False,Classic
INT_001168,CLI_000810,PRD_0001,2024-12-30,Call Center,False,Premium
INT_001169,CLI_000604,PRD_0039,2025-01-30,Digital,False,Premium
INT_001170,CLI_000993,PRD_0011,2025-04-25,Digital,True,Classic
INT_001171,CLI_000534,PRD_0001,2024-12-13,Digital,False,Classic
INT_001172,CLI_000888,PRD_0023,2025-01-25,App Móvil,False,Classic
